Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Faitout Maouassa","frFRA","DF,MF","Granada","esLa Liga","25","1998","2.5","0","5","0","0.0","1.97","0.00","0.00","","20.0","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Faitout Maouassa","frFRA","MF,DF","Lens","frLigue 1","25","1998","0.8","0","3","2","66.7","3.55","2.37","0.00","0.00","19.1","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Marcão","brBRA","DF","Sevilla","esLa Liga","27","1996","3.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Solly March","engENG","FW,DF","Brighton","engPremier League","29","1994","6.2","3","14","6","42.9","2.27","0.97","0.21","0.50","16.6","1","0","0","2.0","2.0","0.14","+1.0","+1.0",
"Riccardo Marchizza","itITA","DF","Frosinone","itSerie A","25","1998","12.8","0","8","3","37.5","0.63","0.24","0.00","0.00","24.4","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Gian Marco Ferrari","itITA","DF","Sassuolo","itSerie A","31","1992","25.2","1","16","6","37.5","0.63","0.24","0.06","0.17","12.2","0","0","0","1.6","1.6","0.10","-0.6","-0.6",
"Óscar de Marcos","esESP","DF","Athletic Club","esLa Liga","34","1989","25.1","1","5","2","40.0","0.20","0.08","0.20","0.50","15.7","0","0","0","0.6","0.6","0.13","+0.4","+0.4",
"Alberto Marí","esESP","FW","Valencia","esLa Liga","22","2001","3.1","1","6","2","33.3","1.96","0.65","0.00","0.00","11.4","0","1","1","1.8","1.2","0.20","-0.8","-1.2",
"José Mari","esESP","MF,FW","Cádiz","esLa Liga","35","1987","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Pablo Marí","esESP","DF","Monza","itSerie A","29","1993","29.1","0","8","1","12.5","0.28","0.03","0.00","0.00","13.9","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"José María Giménez","uyURU","DF","Atlético Madrid","esLa Liga","28","1995","14.7","0","7","1","14.3","0.48","0.07","0.00","0.00","12.4","0","0","0","0.4","0.4","0.06","-0.4","-0.4",
"Mariano","doDOM","FW,MF","Sevilla","esLa Liga","29","1993","2.7","0","14","2","14.3","5.16","0.74","0.00","0.00","14.7","0","0","0","1.2","1.2","0.09","-1.2","-1.2",
"Mirko Marić","hrCRO","FW","Monza","itSerie A","28","1995","3.2","1","7","2","28.6","2.20","0.63","0.14","0.50","10.4","0","0","0","0.9","0.9","0.12","+0.1","+0.1",
"Rafa Marín","esESP","DF","Alavés","esLa Liga","21","2002","27.1","0","13","3","23.1","0.48","0.11","0.00","0.00","14.5","0","0","0","0.7","0.7","0.05","-0.7","-0.7",
"Răzvan Marin","roROU","MF","Empoli","itSerie A","27","1996","20.2","0","35","9","25.7","1.73","0.45","0.00","0.00","29.7","10","0","0","1.1","1.1","0.03","-1.1","-1.1",
"Diego Mariño","esESP","GK","Almería","esLa Liga","33","1990","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Guillermo Maripán","clCHI","DF","Monaco","frLigue 1","29","1994","19.6","1","11","5","45.5","0.56","0.25","0.09","0.20","16.6","0","0","0","0.4","0.4","0.04","+0.6","+0.6",
"Mika Mármol","esESP","DF","Las Palmas","esLa Liga","22","2001","35.3","0","3","0","0.0","0.08","0.00","0.00","","15.9","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Omar Marmoush","egEGY","FW,MF","Eint Frankfurt","deBundesliga","24","1999","25.6","12","77","31","40.3","3.01","1.21","0.13","0.32","17.6","5","2","2","11.6","10.1","0.13","+0.4","-0.1",
"Marquinhos","brBRA","FW,MF","Nantes","frLigue 1","20","2003","1.7","0","5","1","20.0","2.92","0.58","0.00","0.00","20.7","1","0","0","0.3","0.3","0.05","-0.3","-0.3",
"Marquinhos","brBRA","DF","Paris S-G","frLigue 1","29","1994","17.1","0","4","0","0.0","0.23","0.00","0.00","","6.5","0","0","0","0.4","0.4","0.11","-0.4","-0.4",
"Unai Marrero","esESP","GK","Real Sociedad","esLa Liga","21","2001","1.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Agustín Martegani","arARG","MF","Salernitana","itSerie A","23","2000","8.1","1","15","4","26.7","1.85","0.49","0.07","0.25","24.3","0","0","0","0.6","0.6","0.04","+0.4","+0.4",
"Eric Martel","deGER","MF","Köln","deBundesliga","21","2002","27.3","1","27","9","33.3","0.99","0.33","0.04","0.11","18.9","0","0","0","2.2","2.2","0.09","-1.2","-1.2",
"Roger Martí","esESP","FW","Cádiz","esLa Liga","32","1991","15.1","2","33","12","36.4","2.19","0.79","0.06","0.17","17.8","0","0","0","2.8","2.8","0.08","-0.8","-0.8",
"Anthony Martial","frFRA","FW","Manchester Utd","engPremier League","27","1995","5.0","1","6","4","66.7","1.21","0.80","0.17","0.25","12.9","0","0","0","1.2","1.2","0.20","-0.2","-0.2",
"Aarón Martín","esESP","DF","Genoa","itSerie A","26","1997","15.3","0","5","0","0.0","0.33","0.00","0.00","","24.8","2","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Iván Martín","esESP","MF","Girona","esLa Liga","24","1999","30.3","5","19","11","57.9","0.63","0.36","0.26","0.45","16.4","0","0","0","2.9","2.9","0.15","+2.1","+2.1",
"Jon Martin","esESP","DF","Real Sociedad","esLa Liga","17","2006","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jonas Martin","frFRA","MF","Brest","frLigue 1","33","1990","13.4","0","10","3","30.0","0.75","0.22","0.00","0.00","17.7","0","0","0","1.2","1.2","0.12","-1.2","-1.2",
"Mario Martín","esESP","MF","Real Madrid","esLa Liga","19","2004","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Gabriel Martinelli","brBRA","FW","Arsenal","engPremier League","22","2001","22.4","6","58","20","34.5","2.59","0.89","0.10","0.30","15.6","0","0","0","6.8","6.8","0.12","-0.8","-0.8",
"Tommaso Martinelli","itITA","GK","Fiorentina","itSerie A","17","2006","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Arnau Martinez","esESP","DF","Girona","esLa Liga","20","2003","13.8","0","1","0","0.0","0.07","0.00","0.00","","7.9","0","0","0","0.2","0.2","0.20","-0.2","-0.2",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","30","1992","33.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Iñigo Martínez","esESP","DF","Barcelona","esLa Liga","32","1991","14.4","0","8","1","12.5","0.56","0.07","0.00","0.00","11.6","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Josep Martinez","esESP","GK","Genoa","itSerie A","25","1998","36.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lautaro Martínez","arARG","FW","Inter","itSerie A","25","1997","29.5","24","105","44","41.9","3.56","1.49","0.21","0.50","14.2","0","2","3","17.6","15.3","0.15","+6.4","+6.7",
"Lisandro Martínez","arARG","DF","Manchester Utd","engPremier League","25","1998","7.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marc Martínez","esESP","GK","Granada","esLa Liga","33","1990","3.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucas Martínez Quarta","arARG","DF","Fiorentina","itSerie A","27","1996","25.5","5","24","7","29.2","0.94","0.27","0.21","0.71","10.2","0","0","0","2.7","2.7","0.11","+2.3","+2.3",
"Adam Marušić","meMNE","DF","Lazio","itSerie A","30","1992","34.4","1","8","3","37.5","0.23","0.09","0.13","0.33","19.9","0","0","0","0.4","0.4","0.05","+0.6","+0.6",
"Marvin","esESP","FW,DF","Las Palmas","esLa Liga","23","2000","20.6","0","14","3","21.4","0.68","0.15","0.00","0.00","17.3","0","0","0","0.9","0.9","0.07","-0.9","-0.9",
"Omar Mascarell","gqEQG","MF","Mallorca","esLa Liga","30","1993","17.5","0","6","0","0.0","0.34","0.00","0.00","","21.7","0","0","0","0.4","0.4","0.06","-0.4","-0.4",
"Adam Masina","maMAR","DF","Udinese","itSerie A","29","1994","0.7","0","1","1","100.0","1.41","1.41","0.00","0.00","21.9","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Adam Masina","maMAR","DF","Torino","itSerie A","29","1994","11.4","0","5","1","20.0","0.44","0.09","0.00","0.00","13.4","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Erhan Mašović","rsSRB","DF,MF","Bochum","deBundesliga","24","1998","24.7","0","17","3","17.6","0.69","0.12","0.00","0.00","21.2","0","0","0","1.1","1.1","0.06","-1.1","-1.1",
"Han-Noah Massengo","frFRA","MF,DF","Burnley","engPremier League","22","2001","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Roberto Massimo","deGER","FW,DF","Stuttgart","deBundesliga","22","2000","0.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Clinton Mata","aoANG","DF","Lyon","frLigue 1","30","1992","24.7","0","14","0","0.0","0.57","0.00","0.00","","24.3","3","0","0","0.6","0.6","0.04","-0.6","-0.6",
"Jaime Mata","esESP","FW,MF","Getafe","esLa Liga","34","1988","19.9","5","32","12","37.5","1.61","0.60","0.16","0.42","13.8","0","0","0","5.6","5.6","0.18","-0.6","-0.6",
"Pape Matar Sarr","snSEN","MF","Tottenham","engPremier League","20","2002","23.0","3","36","13","36.1","1.57","0.57","0.08","0.23","17.6","0","0","0","3.4","3.4","0.10","-0.4","-0.4",
"Eliot Matazo","beBEL","MF","Monaco","frLigue 1","21","2002","1.1","0","1","1","100.0","0.88","0.88","0.00","0.00","22.6","0","0","0","0.1","0.1","0.08","-0.1","-0.1",
"Jean-Philippe Mateta","frFRA","FW","Crystal Palace","engPremier League","26","1997","25.4","16","44","25","56.8","1.74","0.99","0.32","0.56","12.7","0","2","2","10.9","9.4","0.21","+5.1","+4.6",
"Nemanja Matić","rsSRB","MF","Rennes","frLigue 1","34","1988","11.4","0","5","1","20.0","0.44","0.09","0.00","0.00","30.0","0","0","0","0.3","0.3","0.07","-0.3","-0.3",
"Nemanja Matić","rsSRB","MF","Lyon","frLigue 1","34","1988","13.9","0","6","2","33.3","0.43","0.14","0.00","0.00","20.1","0","0","0","0.3","0.3","0.05","-0.3","-0.3",
"Joël Matip","cmCMR","DF","Liverpool","engPremier League","31","1991","8.7","0","5","0","0.0","0.58","0.00","0.00","","10.6","0","0","0","0.5","0.5","0.10","-0.5","-0.5",
"Alex Matos","engENG","MF","Chelsea","engPremier League","18","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Chrislain Matsima","frFRA","DF","Clermont Foot","frLigue 1","21","2002","13.1","1","5","2","40.0","0.38","0.15","0.20","0.50","24.0","0","0","0","0.2","0.2","0.03","+0.8","+0.8",
"Chrislain Matsima","frFRA","DF","Monaco","frLigue 1","21","2002","3.3","0","2","0","0.0","0.60","0.00","0.00","","8.7","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Jean Mattéo Bahoya","frFRA","MF,FW","Eint Frankfurt","deBundesliga","18","2005","2.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Remi Matthews","engENG","GK","Crystal Palace","engPremier League","29","1994","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alan Matturro","uyURU","DF","Genoa","itSerie A","18","2004","1.2","0","1","0","0.0","0.85","0.00","0.00","","7.5","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Azor Matusiwa","nlNED","MF","Reims","frLigue 1","25","1998","15.4","1","12","2","16.7","0.78","0.13","0.08","0.50","21.1","0","0","0","0.7","0.7","0.05","+0.3","+0.3",
"Azor Matusiwa","nlNED","MF","Rennes","frLigue 1","25","1998","8.8","0","6","1","16.7","0.68","0.11","0.00","0.00","18.1","0","0","0","0.3","0.3","0.05","-0.3","-0.3",
"Neal Maupay","frFRA","FW","Brentford","engPremier League","26","1996","14.7","6","37","14","37.8","2.52","0.95","0.16","0.43","15.3","1","0","0","5.7","5.7","0.16","+0.3","+0.3",
"Neal Maupay","frFRA","FW","Everton","engPremier League","26","1996","1.2","0","5","4","80.0","4.05","3.24","0.00","0.00","12.5","0","0","0","1.4","1.4","0.29","-1.4","-1.4",
"Aïman Maurer","maMAR","MF,FW","Clermont Foot","frLigue 1","18","2004","0.6","0","3","1","33.3","4.82","1.61","0.00","0.00","18.5","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Konstantinos Mavropanos","grGRE","DF","West Ham","engPremier League","25","1997","16.7","1","12","2","16.7","0.72","0.12","0.08","0.50","9.3","0","0","0","1.2","1.2","0.10","-0.2","-0.2",
"Christian Mawissa","frFRA","DF","Toulouse","frLigue 1","18","2005","12.4","2","5","2","40.0","0.40","0.16","0.40","1.00","13.1","0","0","0","1.0","1.0","0.19","+1.0","+1.0",
"Philipp Max","deGER","DF","Eint Frankfurt","deBundesliga","29","1993","15.0","1","8","2","25.0","0.53","0.13","0.13","0.50","24.2","0","0","0","0.2","0.2","0.03","+0.8","+0.8",
"Eric Maxim Choupo-Moting","cmCMR","MF,FW","Bayern Munich","deBundesliga","34","1989","8.0","2","26","11","42.3","3.26","1.38","0.08","0.18","12.5","0","0","0","4.5","4.5","0.17","-2.5","-2.5",
"Luís Maximiano","ptPOR","GK","Almería","esLa Liga","24","1999","33.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Noam Mayoka-Tika","beBEL","MF","Marseille","frLigue 1","19","2003","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Borja Mayoral","esESP","FW","Getafe","esLa Liga","26","1997","23.9","15","43","23","53.5","1.80","0.96","0.26","0.48","15.8","0","4","4","11.9","8.7","0.20","+3.1","+2.3",
"Senny Mayulu","frFRA","FW,MF","Paris S-G","frLigue 1","17","2006","3.6","0","3","0","0.0","0.83","0.00","0.00","","23.4","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Youssef Maziz","frFRA","FW,MF","Metz","frLigue 1","25","1998","1.4","1","3","1","33.3","2.18","0.73","0.33","1.00","19.4","0","0","0","0.1","0.1","0.04","+0.9","+0.9",
"Noussair Mazraoui","maMAR","DF","Bayern Munich","deBundesliga","25","1997","13.3","0","12","3","25.0","0.90","0.23","0.00","0.00","19.0","0","0","0","0.9","0.9","0.07","-0.9","-0.9",
"Luca Mazzitelli","itITA","MF","Frosinone","itSerie A","27","1995","24.6","5","49","18","36.7","2.00","0.73","0.10","0.28","23.0","3","0","0","2.3","2.3","0.05","+2.7","+2.7",
"Pasquale Mazzocchi","itITA","DF","Salernitana","itSerie A","28","1995","14.1","0","8","1","12.5","0.57","0.07","0.00","0.00","28.6","1","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Pasquale Mazzocchi","itITA","DF","Napoli","itSerie A","28","1995","4.8","0","5","1","20.0","1.05","0.21","0.00","0.00","24.5","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Kevin Mbabu","chSUI","DF","Augsburg","deBundesliga","28","1995","22.7","0","4","1","25.0","0.18","0.04","0.00","0.00","17.6","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Noah Mbamba","beBEL","MF","Leverkusen","deBundesliga","18","2005","0.2","0","1","0","0.0","5.63","0.00","0.00","","26.7","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Ethan Mbappé","frFRA","MF,DF","Paris S-G","frLigue 1","16","2006","0.5","0","2","1","50.0","3.75","1.87","0.00","0.00","15.7","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Kylian Mbappé","frFRA","FW","Paris S-G","frLigue 1","24","1998","24.0","27","112","50","44.6","4.67","2.09","0.19","0.42","18.3","2","6","8","21.0","14.5","0.13","+6.0","+6.5",
"Malick Mbaye","snSEN","MF,FW","Metz","frLigue 1","19","2004","1.7","0","4","0","0.0","2.35","0.00","0.00","","18.6","0","0","0","0.4","0.4","0.11","-0.4","-0.4",
"Mamadou Mbaye","snSEN","DF","Cádiz","esLa Liga","25","1998","3.2","0","2","1","50.0","0.62","0.31","0.00","0.00","7.9","0","0","0","0.3","0.3","0.17","-0.3","-0.3",
"Chancel Mbemba","cdCOD","DF","Marseille","frLigue 1","28","1994","24.5","2","19","2","10.5","0.77","0.08","0.11","1.00","10.3","0","0","0","1.8","1.8","0.10","+0.2","+0.2",
"Nolan Mbemba","cgCGO","MF","Le Havre","frLigue 1","28","1995","0.2","1","2","1","50.0","8.18","4.09","0.50","1.00","27.1","0","0","0","0.0","0.0","0.02","+1.0","+1.0",
"Bryan Mbeumo","cmCMR","FW","Brentford","engPremier League","23","1999","21.8","9","50","16","32.0","2.30","0.73","0.12","0.38","17.1","4","3","3","9.8","7.4","0.15","-0.8","-1.4",
"Christ Mbondi","frFRA","FW","Reims","frLigue 1","18","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jordi Mboula","esESP","FW,MF","Hellas Verona","itSerie A","24","1999","3.4","0","4","1","25.0","1.17","0.29","0.00","0.00","15.9","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Nathanael Mbuku","cdCOD","FW","Augsburg","deBundesliga","21","2002","0.1","0","1","0","0.0","18.00","0.00","0.00","","23.7","0","0","0","0.0","0.0","0.03","0.0","0.0",
"James Mcatee","engENG","MF,FW","Sheffield Utd","engPremier League","20","2002","20.2","3","25","8","32.0","1.23","0.40","0.08","0.25","18.6","2","1","1","3.1","2.3","0.09","-0.1","-0.3",
"James Mcatee","engENG","MF","Manchester City","engPremier League","20","2002","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Oliver McBurnie","sctSCO","FW","Sheffield Utd","engPremier League","27","1996","14.2","6","31","15","48.4","2.18","1.05","0.13","0.27","11.9","0","2","2","6.9","5.3","0.17","-0.9","-1.3",
"James McConnell","engENG","MF","Liverpool","engPremier League","18","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"John McGinn","sctSCO","MF,FW","Aston Villa","engPremier League","28","1994","33.3","6","40","14","35.0","1.20","0.42","0.15","0.43","19.5","3","0","0","5.0","5.0","0.12","+1.0","+1.0",
"Scott McKenna","sctSCO","DF","Nott'ham Forest","engPremier League","26","1996","4.6","0","2","0","0.0","0.43","0.00","0.00","","10.8","0","0","0","0.2","0.2","0.10","-0.2","-0.2",
"Weston McKennie","usUSA","MF,DF","Juventus","itSerie A","24","1998","28.8","0","23","5","21.7","0.80","0.17","0.00","0.00","10.5","0","0","0","3.0","3.0","0.13","-3.0","-3.0",
"Dwight McNeil","engENG","MF,FW","Everton","engPremier League","23","1999","32.1","3","57","14","24.6","1.77","0.44","0.05","0.21","21.0","0","0","0","3.4","3.4","0.06","-0.4","-0.4",
"Scott McTominay","sctSCO","MF,FW","Manchester Utd","engPremier League","26","1996","21.1","7","44","19","43.2","2.08","0.90","0.16","0.37","14.6","0","0","0","5.7","5.7","0.14","+1.3","+1.3",
"Facundo Medina","arARG","DF","Lens","frLigue 1","24","1999","30.2","1","19","12","63.2","0.63","0.40","0.05","0.08","18.6","0","0","0","1.1","1.1","0.06","-0.1","-0.1",
"Ben Mee","engENG","DF","Brentford","engPremier League","33","1989","14.1","2","10","2","20.0","0.71","0.14","0.20","1.00","12.7","0","0","0","1.5","1.5","0.15","+0.5","+0.5",
"Marvin Mehlem","deGER","MF","Darmstadt 98","deBundesliga","25","1997","16.5","3","23","8","34.8","1.40","0.49","0.13","0.38","17.5","0","0","0","3.8","3.8","0.17","-0.8","-0.8",
"Bamo Meïté","ciCIV","DF","Marseille","frLigue 1","21","2001","7.1","0","1","0","0.0","0.14","0.00","0.00","","7.6","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Bamo Meïté","ciCIV","DF","Lorient","frLigue 1","21","2001","1.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Hannibal Mejbri","tnTUN","MF,FW","Manchester Utd","engPremier League","20","2003","1.5","1","1","1","100.0","0.68","0.68","1.00","1.00","28.7","0","0","0","0.0","0.0","0.03","+1.0","+1.0",
"Hannibal Mejbri","tnTUN","MF","Sevilla","esLa Liga","20","2003","1.2","0","1","0","0.0","0.87","0.00","0.00","","24.9","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Óscar Melendo","esESP","MF,FW","Granada","esLa Liga","25","1997","12.5","0","6","2","33.3","0.48","0.16","0.00","0.00","14.9","0","0","0","0.4","0.4","0.07","-0.4","-0.4",
"Gonzalo Melero","esESP","MF,FW","Almería","esLa Liga","29","1994","12.3","1","14","4","28.6","1.14","0.33","0.07","0.25","11.7","0","0","0","2.0","2.0","0.14","-1.0","-1.0",
"Birger Meling","noNOR","DF","Rennes","frLigue 1","28","1994","0.2","0","1","1","100.0","5.63","5.63","0.00","0.00","12.2","0","0","0","0.2","0.2","0.15","-0.2","-0.2",
"Arthur Melo","brBRA","MF","Fiorentina","itSerie A","26","1996","22.1","2","11","5","45.5","0.50","0.23","0.09","0.20","28.6","0","1","1","1.0","0.3","0.02","+1.0","+0.7",
"Memphis","nlNED","FW","Atlético Madrid","esLa Liga","29","1994","9.9","5","38","15","39.5","3.83","1.51","0.13","0.33","17.5","3","0","0","5.8","5.8","0.15","-0.8","-0.8",
"Houboulang Mendes","gwGNB","DF","Almería","esLa Liga","25","1998","4.4","0","1","0","0.0","0.23","0.00","0.00","","23.2","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Nuno Mendes","ptPOR","DF","Paris S-G","frLigue 1","21","2002","3.0","1","4","1","25.0","1.35","0.34","0.25","1.00","21.6","1","0","0","0.3","0.3","0.08","+0.7","+0.7",
"Tomás Mendes","esESP","MF","Alavés","esLa Liga","18","2004","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Brais Méndez","esESP","MF,FW","Real Sociedad","esLa Liga","26","1997","26.8","5","66","15","22.7","2.46","0.56","0.08","0.33","20.7","10","0","0","4.2","4.2","0.06","+0.8","+0.8",
"Bruno Méndez","uyURU","DF","Granada","esLa Liga","23","1999","14.8","2","8","4","50.0","0.54","0.27","0.25","0.50","15.8","0","0","0","0.6","0.6","0.08","+1.4","+1.4",
"Diego Méndez","esESP","MF","Rayo Vallecano","esLa Liga","19","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Leonardo Mendicino","itITA","MF","Atalanta","itSerie A","17","2006","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Antoine Mendy","snSEN","DF","Nice","frLigue 1","19","2004","4.6","0","2","1","50.0","0.43","0.22","0.00","0.00","20.5","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Benjamin Mendy","frFRA","DF","Lorient","frLigue 1","29","1994","7.9","2","13","4","30.8","1.65","0.51","0.15","0.50","16.6","0","0","0","1.1","1.1","0.08","+0.9","+0.9",
"Ferland Mendy","frFRA","DF","Real Madrid","esLa Liga","28","1995","19.1","0","5","1","20.0","0.26","0.05","0.00","0.00","19.8","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Formose Mendy","snSEN","DF","Lorient","frLigue 1","22","2001","14.0","0","7","2","28.6","0.50","0.14","0.00","0.00","14.7","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Nampalys Mendy","snSEN","MF","Lens","frLigue 1","31","1992","11.7","0","7","2","28.6","0.60","0.17","0.00","0.00","26.5","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Teden Mengi","engENG","DF","Luton Town","engPremier League","21","2002","27.4","1","11","4","36.4","0.40","0.15","0.09","0.25","17.6","0","0","0","0.6","0.6","0.05","+0.4","+0.4",
"Chris Mepham","wlsWAL","DF","Bournemouth","engPremier League","25","1997","6.9","0","1","1","100.0","0.15","0.15","0.00","0.00","8.8","0","0","0","0.1","0.1","0.09","-0.1","-0.1",
"Jorge Meré","esESP","DF","Cádiz","esLa Liga","26","1997","7.5","0","4","1","25.0","0.53","0.13","0.00","0.00","18.2","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Alex Meret","itITA","GK","Napoli","itSerie A","26","1997","30.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mikel Merino","esESP","MF","Real Sociedad","esLa Liga","27","1996","27.6","5","30","11","36.7","1.09","0.40","0.17","0.45","13.9","0","0","0","3.3","3.3","0.11","+1.7","+1.7",
"Quentin Merlin","frFRA","DF","Marseille","frLigue 1","21","2002","7.8","0","5","1","20.0","0.64","0.13","0.00","0.00","22.6","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Quentin Merlin","frFRA","DF","Nantes","frLigue 1","21","2002","14.3","0","14","3","21.4","0.98","0.21","0.00","0.00","20.4","0","0","0","0.7","0.7","0.05","-0.7","-0.7",
"Junior Messias","brBRA","MF,DF","Genoa","itSerie A","32","1991","11.7","1","22","3","13.6","1.88","0.26","0.05","0.33","18.2","1","0","0","1.6","1.6","0.07","-0.6","-0.6",
"Thomas Meunier","beBEL","DF","Dortmund","deBundesliga","31","1991","6.5","0","8","1","12.5","1.23","0.15","0.00","0.00","18.7","0","0","0","0.5","0.5","0.06","-0.5","-0.5",
"Bastien Meupiyou","frFRA","DF","Nantes","frLigue 1","17","2006","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alexander Meyer","deGER","GK","Dortmund","deBundesliga","32","1991","7.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Omenuke Mfulu","cdCOD","MF,FW","Las Palmas","esLa Liga","29","1994","0.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucas Michal","frFRA","FW","Monaco","frLigue 1","18","2005","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sven Michel","deGER","FW,MF","Augsburg","deBundesliga","33","1990","6.5","2","12","5","41.7","1.85","0.77","0.08","0.20","20.7","0","1","2","2.4","0.8","0.07","-0.4","+0.2",
"Miguel","esESP","FW,MF","Alavés","esLa Liga","23","1999","0.7","0","2","1","50.0","2.77","1.38","0.00","0.00","19.6","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Georges Mikautadze","geGEO","FW","Metz","frLigue 1","22","2000","19.4","13","55","24","43.6","2.83","1.24","0.18","0.42","17.7","4","3","3","9.5","7.2","0.13","+3.5","+2.8",
"Nikola Milenković","rsSRB","DF","Fiorentina","itSerie A","25","1997","27.9","0","10","3","30.0","0.36","0.11","0.00","0.00","19.9","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Lewis Miley","engENG","MF","Newcastle Utd","engPremier League","17","2006","13.4","1","13","3","23.1","0.97","0.22","0.08","0.33","15.4","0","0","0","1.2","1.2","0.10","-0.2","-0.2",
"Arkadiusz Milik","plPOL","FW","Juventus","itSerie A","29","1994","10.2","4","37","13","35.1","3.62","1.27","0.11","0.31","13.6","3","0","0","5.1","5.1","0.14","-1.1","-1.1",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","26","1997","36.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
