Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved"Max Aarons","engENG","DF","Norwich City","engPremier League","21","2000","32.0","1841","160","721","703","440","23","1841","68","34","50.0","34","50.0","953","6454","3377","78","47","12","38","23","1030","85",
"Sargis Adamyan","amARM","FW,MF","Hoffenheim","deBundesliga","28","1993","3.7","149","2","17","72","63","9","149","12","6","50.0","6","50.0","89","547","224","9","3","0","12","5","95","26",
"Martin Adeline","frFRA","MF,FW","Reims","frLigue 1","17","2003","3.9","193","8","42","91","64","7","193","9","6","66.7","3","33.3","108","528","247","5","5","1","8","6","101","13",
"Amine Adli","maMAR","FW,MF","Leverkusen","deBundesliga","21","2000","14.0","729","9","116","347","282","57","729","37","21","56.8","16","43.2","456","2836","1731","51","29","15","47","18","531","105",
"Yacine Adli","frFRA","MF,FW","Bordeaux","frLigue 1","21","2000","25.1","1531","16","266","793","491","45","1531","80","46","57.5","34","42.5","996","5781","2665","66","50","17","59","47","1050","99",
"Michel Aebischer","chSUI","MF","Bologna","itSerie A","24","1997","4.9","292","12","68","171","56","8","292","4","1","25.0","3","75.0","143","635","297","2","2","2","9","5","196","9",
"Felix Afena-Gyan","ghGHA","FW,MF","Roma","itSerie A","18","2003","7.4","278","0","17","91","175","39","278","20","5","25.0","15","75.0","193","1367","519","19","16","9","42","21","212","77",
"Martin Agirregabiria","esESP","DF","Alavés","esLa Liga","25","1996","18.0","966","43","298","448","227","12","966","19","14","73.7","5","26.3","429","1647","869","15","19","1","22","8","465","40",
"Julen Agirrezabala","esESP","GK","Athletic Club","esLa Liga","20","2000","4.0","92","73","92","0","0","0","92","0","0","","0","","41","198","115","0","0","0","0","0","23","0",
"Lucien Agoume","frFRA","MF","Brest","frLigue 1","19","2002","20.8","1210","55","354","666","206","30","1210","32","22","68.8","10","31.3","705","3509","1564","16","19","6","19","17","741","28",
"Kevin Agudelo","coCOL","MF,FW","Spezia","itSerie A","22","1998","13.7","583","10","72","266","262","32","583","51","28","54.9","23","45.1","323","2163","1155","41","35","15","40","37","374","56",
"Nayef Aguerd","maMAR","DF","Rennes","frLigue 1","25","1996","30.4","2469","221","1143","1274","59","34","2469","6","5","83.3","1","16.7","1611","7937","4516","11","7","0","7","4","1849","1",
"Sergio Agüero","arARG","FW","Barcelona","esLa Liga","33","1988","1.7","57","0","1","26","31","15","57","2","1","50.0","1","50.0","34","172","85","4","2","2","4","1","53","13",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","28","1993","23.8","1995","76","507","1015","487","27","1995","11","5","45.5","6","54.5","1133","5438","2920","61","54","4","31","5","1187","101",
"Álvaro Aguirre","esESP","FW","Rayo Vallecano","esLa Liga","21","2000","0.1","4","0","1","2","1","0","4","0","0","","0","","1","0","0","0","0","0","1","0","2","0",
"Naouirou Ahamada","frFRA","MF,DF","Stuttgart","deBundesliga","19","2002","0.7","38","0","5","27","6","0","38","0","0","","0","","33","120","57","0","0","0","3","0","31","1",
"Anel Ahmedhodžić","baBIH","DF","Bordeaux","frLigue 1","22","1999","15.0","1005","94","459","495","60","13","1005","4","1","25.0","3","75.0","715","4227","2449","18","14","3","8","5","669","12",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","27","1994","11.2","541","12","84","319","146","17","541","23","11","47.8","12","52.2","322","1663","769","16","11","2","21","10","341","39",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","25","1995","29.3","1828","196","894","895","48","12","1828","11","9","81.8","2","18.2","1111","5975","3687","25","10","1","14","6","1163","3",
"Ola Aina","ngNGA","DF","Torino","itSerie A","24","1996","16.0","950","48","227","441","294","27","950","40","18","45.0","22","55.0","483","2872","1398","42","34","7","32","10","530","78",
"Rayan Aït-Nouri","dzALG","DF,MF","Wolves","engPremier League","20","2001","20.3","1293","49","459","458","392","39","1293","81","42","51.9","39","48.1","659","3744","1969","60","38","19","44","27","736","127",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","23","1998","22.2","1101","108","442","484","181","31","1101","18","13","72.2","5","27.8","488","2991","1717","30","25","2","25","7","530","29",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","27","1994","30.4","1232","37","103","649","494","138","1229","27","14","51.9","13","48.1","651","2517","751","21","22","9","70","36","944","217",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","26","1995","25.1","2196","198","963","1183","65","21","2196","9","8","88.9","1","11.1","1518","7995","4489","18","12","0","8","1","1649","8",
"Carlos Akapo","gqEQG","DF","Cádiz","esLa Liga","28","1993","20.5","1084","88","403","456","236","9","1084","21","12","57.1","9","42.9","446","2527","1371","35","37","4","27","9","465","52",
"Marley Aké","frFRA","FW,MF","Juventus","itSerie A","20","2001","0.9","24","0","4","12","9","0","24","2","0","0.0","2","100.0","18","186","76","3","2","0","3","1","18","4",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","26","1995","10.3","956","56","332","525","103","10","956","2","0","0.0","2","100.0","677","3333","2158","12","12","0","4","3","741","8",
"Ilias Akhomach","maMAR","FW","Barcelona","esLa Liga","17","2004","1.4","71","0","7","20","44","6","71","3","1","33.3","2","66.7","54","249","161","7","2","5","1","1","57","13",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","19","2002","0.6","34","0","3","12","19","3","34","1","0","0.0","1","100.0","27","154","66","2","1","1","5","1","29","7",
"Paul Akouokou","ciCIV","MF","Betis","esLa Liga","23","1997","5.7","376","12","72","258","47","3","376","8","6","75.0","2","25.0","195","774","333","3","0","0","2","5","267","5",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Lazio","itSerie A","28","1992","3.5","166","10","45","88","37","1","166","10","6","60.0","4","40.0","89","417","216","5","4","0","13","4","107","8",
"Kevin Akpoguma","ngNGA","DF,FW","Hoffenheim","deBundesliga","26","1995","17.0","1139","54","364","525","257","34","1139","47","21","44.7","26","55.3","567","2745","1419","36","17","11","30","9","628","40",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","29","1992","29.4","2189","200","910","1001","285","41","2189","10","4","40.0","6","60.0","1529","8443","5039","40","34","5","18","3","1701","76",
"Sofiane Alakouch","maMAR","DF,MF","Metz","frLigue 1","23","1998","1.8","131","6","32","69","30","0","131","4","2","50.0","2","50.0","72","244","142","3","5","0","6","2","85","10",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","22","1999","15.8","747","55","220","370","164","9","747","8","4","50.0","4","50.0","331","1328","482","6","8","2","15","10","361","13",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","28","1992","7.3","261","6","17","113","134","43","260","14","12","85.7","2","14.3","153","635","245","6","5","3","30","13","200","44",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","32","1989","29.4","3031","82","668","1469","908","68","3031","22","6","27.3","16","72.7","1738","5754","3133","47","52","9","25","4","2142","213",
"Josué Albert","gfGUF","DF","Clermont Foot","frLigue 1","29","1992","0.2","10","2","5","4","1","1","10","0","0","","0","","6","21","11","0","0","0","0","0","6","2",
"Luis Alberto","esESP","MF","Lazio","itSerie A","28","1992","26.1","2177","16","259","1216","728","30","2177","44","27","61.4","17","38.6","1343","6796","3999","84","89","7","29","23","1682","89",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","35","1985","27.4","1799","253","949","819","38","9","1799","4","3","75.0","1","25.0","1054","6003","3342","11","4","0","7","6","1167","0",
"Marc Albrighton","engENG","FW,DF","Leicester City","engPremier League","31","1989","12.6","705","35","166","302","243","12","705","40","15","37.5","25","62.5","357","1616","691","21","14","2","21","8","397","56",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","27","1993","8.7","253","2","21","97","135","40","253","10","5","50.0","5","50.0","124","335","134","4","3","3","19","7","162","45",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","30","1991","17.0","1700","32","247","1106","362","20","1700","32","20","62.5","12","37.5","1039","5003","2393","24","43","1","16","13","1279","45",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","30","1991","12.3","807","18","152","513","156","18","807","17","11","64.7","6","35.3","457","2507","1343","26","10","1","21","11","526","21",
"Omar Alderete","pyPAR","DF","Valencia","esLa Liga","24","1996","26.7","1292","185","658","596","56","25","1292","14","13","92.9","1","7.1","587","3421","2219","17","14","2","19","4","546","3",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","26","1995","11.8","513","21","109","184","231","21","513","43","15","34.9","28","65.1","300","2923","1472","63","32","6","40","17","329","88",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","18","2002","12.0","419","334","415","4","0","0","419","0","0","","0","","272","1272","648","0","0","0","0","0","209","0",
"Carles Aleñá","esESP","MF","Getafe","esLa Liga","23","1998","25.8","1095","9","137","635","334","14","1095","35","17","48.6","18","51.4","660","3215","1324","33","27","1","45","32","778","65",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","22","1998","31.7","3036","71","602","1386","1070","83","3036","39","19","48.7","20","51.3","1504","5687","2824","53","55","14","41","19","1897","201",
"Mohamed Ali Cho","frFRA","FW","Angers","frLigue 1","17","2004","20.4","570","2","42","227","313","70","570","58","25","43.1","33","56.9","388","2889","1418","60","31","20","91","32","410","150",
"Alisson","brBRA","GK","Liverpool","engPremier League","28","1992","36.0","1469","1042","1452","17","0","0","1469","1","1","100.0","0","0.0","873","3573","2223","0","0","0","1","0","836","0",
"Allan","brBRA","MF","Everton","engPremier League","30","1991","24.3","1259","77","324","763","191","7","1259","31","21","67.7","10","32.3","650","3118","1603","26","24","4","38","24","672","18",
"Jim Allevinah","gaGAB","FW","Clermont Foot","frLigue 1","26","1995","16.5","747","8","105","339","319","64","747","68","32","47.1","36","52.9","565","4604","2177","77","48","17","42","40","595","118",
"Dele Alli","engENG","MF","Tottenham","engPremier League","25","1996","7.3","339","24","74","188","82","14","338","27","12","44.4","15","55.6","184","923","358","8","8","0","13","19","203","22",
"Dele Alli","engENG","MF,FW","Everton","engPremier League","25","1996","3.8","225","13","50","107","71","13","225","14","5","35.7","9","64.3","108","708","290","7","8","3","15","6","132","21",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","27","1994","19.1","728","22","135","302","307","43","728","39","26","66.7","13","33.3","446","2959","1319","44","21","12","44","24","471","85",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","30","1990","24.1","1791","72","451","626","730","69","1791","35","15","42.9","20","57.1","882","4325","2172","51","32","10","43","25","1037","192",
"Giorgio Altare","itITA","DF","Cagliari","itSerie A","22","1998","16.3","1000","96","426","456","129","25","1000","10","8","80.0","2","20.0","461","1852","925","13","15","0","6","3","479","10",
"Hugo Álvarez","esESP","FW","Celta Vigo","esLa Liga","18","2003","0.1","8","0","3","2","3","1","8","0","0","","0","","2","12","3","0","0","0","2","0","4","0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","26","1995","20.7","1242","159","608","595","54","13","1242","3","2","66.7","1","33.3","602","4177","2616","16","11","1","11","3","655","4",
"Dani Alves","brBRA","DF","Barcelona","esLa Liga","38","1983","12.2","1170","28","212","686","280","6","1170","12","12","100.0","0","0.0","701","2925","1749","33","35","0","10","6","796","25",
"Steven Alzate","coCOL","MF","Brighton","engPremier League","22","1998","4.5","292","14","79","165","50","3","292","8","6","75.0","2","25.0","148","650","330","3","7","1","8","3","177","6",
"Ibrahim Amadou","frFRA","DF,MF","Metz","frLigue 1","28","1993","9.0","517","44","251","255","16","4","517","7","6","85.7","1","14.3","339","1743","917","6","4","0","9","5","363","1",
"Emmanuel Amankwaa Akurugu","ghGHA","DF","Getafe","esLa Liga","19","2001","0.9","48","1","11","22","15","3","48","4","3","75.0","1","25.0","25","163","106","5","1","1","2","0","24","6",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","26","1994","23.6","1752","246","872","832","52","6","1752","7","6","85.7","1","14.3","1133","5040","2786","14","12","1","7","1","1278","0",
"Amath","snSEN","FW,MF","Mallorca","esLa Liga","25","1996","9.8","326","11","59","132","142","25","326","31","15","48.4","16","51.6","184","1145","476","18","16","7","25","19","213","58",
"Jordan Amavi","frFRA","DF","Nice","frLigue 1","27","1994","4.6","380","11","86","235","65","0","380","9","5","55.6","4","44.4","245","1329","615","13","11","0","6","4","232","21",
"Jordan Amavi","frFRA","DF,FW","Marseille","frLigue 1","27","1994","1.4","104","2","24","63","18","1","104","2","0","0.0","2","100.0","59","276","127","3","3","0","2","3","70","6",
"Wisdom Amey","itITA","DF","Bologna","itSerie A","15","2005","0.8","41","1","17","23","2","0","41","1","0","0.0","1","100.0","19","125","68","0","1","0","0","0","17","0",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","23","1998","29.4","1446","122","592","577","294","34","1446","37","23","62.2","14","37.8","670","3141","1537","38","25","5","27","20","739","50",
"Nadiem Amiri","deGER","MF,FW","Genoa","itSerie A","24","1996","7.6","402","1","34","197","177","16","402","29","12","41.4","17","58.6","238","1400","672","17","27","2","33","13","277","34",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","24","1996","4.1","277","1","44","155","81","6","277","12","3","25.0","9","75.0","183","1290","575","17","15","1","9","9","208","29",
"Ethan Ampadu","wlsWAL","MF,DF","Venezia","itSerie A","20","2000","25.4","1472","125","587","706","194","12","1472","17","13","76.5","4","23.5","712","3664","1759","26","23","3","19","10","767","23",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","24","1996","10.5","799","28","176","530","101","0","799","12","10","83.3","2","16.7","506","2432","1014","13","9","0","9","6","572","3",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","25","1996","32.4","2614","425","1538","1005","80","32","2614","9","7","77.8","2","22.2","1604","8191","4478","14","5","2","8","8","1865","4",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","28","1993","32.1","1869","31","204","846","850","130","1869","108","58","53.7","50","46.3","1091","7188","4004","142","101","48","88","38","1335","264",
"Sebastian Andersson","seSWE","FW","Köln","deBundesliga","30","1991","14.0","397","14","26","162","211","67","397","15","6","40.0","9","60.0","199","748","221","10","4","2","53","19","304","86",
"Florin Andone","roROU","FW","Cádiz","esLa Liga","28","1993","2.0","62","1","6","27","30","7","62","2","2","100.0","0","0.0","32","133","23","0","1","0","9","3","43","11",
"Andrés Andrade Cedeño","paPAN","DF","Arminia","deBundesliga","22","1998","11.6","686","66","269","305","116","12","686","18","9","50.0","9","50.0","293","1614","864","18","9","2","15","7","290","15",
"Benjamin André","frFRA","MF","Lille","frLigue 1","30","1990","30.6","2175","101","546","1315","341","36","2175","25","20","80.0","5","20.0","1251","6220","2882","38","34","2","54","26","1372","59",
"Fredrik André Bjørkan","noNOR","DF","Hertha BSC","deBundesliga","22","1998","3.9","215","14","91","93","37","2","215","9","4","44.4","5","55.6","88","755","449","11","6","0","7","3","104","10",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","24","1996","10.8","339","14","48","126","174","42","339","33","14","42.4","19","57.6","189","1195","581","19","17","6","26","22","223","62",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","26","1994","20.2","1216","66","329","727","170","26","1216","14","13","92.9","1","7.1","592","2502","1261","19","14","2","13","9","745","27",
"José Ángel","esESP","DF","Osasuna","esLa Liga","31","1989","12.0","893","34","208","469","229","3","893","29","20","69.0","9","31.0","488","2592","1090","22","25","3","14","21","512","35",
"Angeliño","esESP","DF","RB Leipzig","deBundesliga","24","1997","25.5","1708","46","401","703","617","60","1708","19","14","73.7","5","26.3","782","2986","1429","35","21","11","30","19","1039","177",
"Ebenezer Annan","ghGHA","DF","Bologna","itSerie A","18","2002","0.3","14","0","4","7","3","0","14","0","0","","0","","4","35","29","2","1","0","0","0","4","0",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","34","1986","7.7","500","22","106","206","190","14","500","16","8","50.0","8","50.0","288","1532","790","24","10","7","16","4","293","40",
"Janis Antiste","frFRA","FW","Spezia","itSerie A","18","2002","8.8","312","6","63","119","135","39","312","21","8","38.1","13","61.9","156","995","395","10","6","8","24","7","192","60",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","25","1996","28.8","2152","295","1116","969","95","34","2152","22","17","77.3","5","22.7","1356","7662","3975","26","14","0","25","13","1405","12",
"Josep Antoni Gayá","esESP","DF","Mallorca","esLa Liga","21","2000","0.6","36","11","28","8","0","0","36","0","0","","0","","15","61","26","1","0","0","1","0","21","0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","31","1990","33.0","1095","17","59","398","663","159","1094","93","50","53.8","43","46.2","681","4270","1921","77","46","35","136","72","885","246",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","27","1994","12.6","430","4","40","150","246","46","430","32","13","40.6","19","59.4","237","1673","772","35","16","13","51","18","273","85",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","23","1998","27.8","1816","14","178","1000","673","108","1816","129","70","54.3","59","45.7","1298","6627","3274","88","79","26","72","52","1402","169",
"Adil Aouchiche","frFRA","MF,FW","Saint-Étienne","frLigue 1","19","2002","12.0","776","4","101","425","268","22","776","40","15","37.5","25","62.5","478","3071","1562","43","30","9","31","17","534","61",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","29","1992","23.3","1243","102","466","576","215","7","1243","30","14","46.7","16","53.3","663","3658","1733","25","20","3","23","5","678","58",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","25","1995","29.6","1563","32","284","977","328","15","1563","50","32","64.0","18","36.0","794","3923","1573","32","22","4","42","36","903","47",
"Mattia Aramu","itITA","MF,FW","Venezia","itSerie A","26","1995","23.3","1042","22","103","438","514","36","1038","38","17","44.7","21","55.3","580","2939","1312","39","22","5","43","24","650","117",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","32","1989","17.5","1281","32","322","814","152","14","1281","9","7","77.8","2","22.2","675","2342","915","6","12","0","22","8","830","14",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","29","1991","29.1","1785","180","940","792","67","14","1785","8","5","62.5","3","37.5","1007","6951","4183","47","38","0","11","4","1149","3",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","22","1999","25.2","1868","181","790","996","94","28","1868","8","6","75.0","2","25.0","1200","6865","4382","30","19","4","17","6","1328","14",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","20","2001","0.3","11","0","1","3","7","1","11","1","0","0.0","1","100.0","7","44","10","0","1","0","1","2","7","1",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","28","1993","1.0","42","40","42","0","0","0","42","0","0","","0","","20","85","41","0","0","0","0","0","20","0",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","22","1999","2.1","90","6","28","38","24","1","90","0","0","","0","","24","157","86","3","1","0","5","4","27","5",
"Matias Arezo","uyURU","FW,MF","Granada","esLa Liga","18","2002","1.8","68","1","4","22","42","8","68","5","2","40.0","3","60.0","35","155","70","4","2","1","9","3","40","14",
"Santiago Arias","coCOL","DF","Granada","esLa Liga","29","1992","4.9","276","19","92","92","93","6","276","7","3","42.9","4","57.1","104","576","254","5","6","1","8","3","115","21",
"Adam Armstrong","engENG","FW","Southampton","engPremier League","24","1997","15.7","493","9","40","184","275","75","493","42","16","38.1","26","61.9","287","1882","768","39","24","22","45","13","335","105",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","29","1992","16.4","946","22","124","408","428","41","946","54","27","50.0","27","50.0","595","4052","1934","63","50","12","40","27","661","78",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","32","1989","29.9","1203","19","72","525","618","154","1200","59","37","62.7","22","37.3","639","2856","903","34","21","16","81","36","941","221",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","27","1994","33.3","2158","104","510","1276","397","5","2158","14","12","85.7","2","14.3","1104","4711","2079","18","28","2","31","17","1267","24",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","26","1994","4.0","146","125","146","0","0","0","146","0","0","","0","","101","389","218","0","0","0","0","0","80","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","30","1990","18.4","866","34","166","499","216","19","866","34","22","64.7","12","35.3","463","2699","1387","35","29","4","27","15","518","35",
"Santiago Arzamendia","pyPAR","MF","Cádiz","esLa Liga","23","1998","5.2","245","12","72","100","74","4","245","10","3","30.0","7","70.0","91","685","249","9","9","0","13","6","124","23",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","26","1994","17.9","580","6","67","248","285","56","580","36","20","55.6","16","44.4","371","2795","1284","48","26","16","60","19","396","109",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","24","1997","26.4","1460","81","457","863","155","16","1460","23","12","52.2","11","47.8","620","2369","998","13","8","2","26","13","769","20",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","32","1989","6.0","247","206","246","1","0","0","247","0","0","","0","","135","614","372","0","0","0","0","0","104","0",
"Alejandro Asensio","esESP","FW","Rayo Vallecano","esLa Liga","20","2000","0.1","11","0","1","4","6","2","11","0","0","","0","","4","12","4","0","0","0","2","0","8","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","25","1996","19.2","1068","11","91","413","572","79","1068","40","27","67.5","13","32.5","701","4422","2112","56","45","16","19","25","830","143",
"Harrison Ashby","sctSCO","DF","West Ham","engPremier League","19","2001","0.1","9","1","3","1","5","0","9","0","0","","0","","5","35","6","0","0","0","0","0","6","0",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","20","2001","8.4","323","36","101","160","66","8","323","5","4","80.0","1","20.0","138","602","239","5","4","1","9","5","157","11",
"Fisnik Asllani","xkKVX","MF,FW","Hoffenheim","deBundesliga","18","2002","0.1","9","0","0","4","5","0","9","1","0","0.0","1","100.0","7","15","3","0","0","0","0","0","9","2",
"Kristjan Asllani","alALB","MF","Empoli","itSerie A","19","2002","15.0","897","48","274","498","130","5","897","10","7","70.0","3","30.0","573","2653","1112","10","11","2","18","7","596","19",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","33","1987","34.3","1693","22","114","677","920","194","1688","83","51","61.4","32","38.6","974","5749","2759","112","47","54","67","32","1300","296",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","21","2000","6.8","462","26","117","188","162","18","462","10","5","50.0","5","50.0","238","1297","670","19","13","3","10","6","252","45",
"Simon Asta","deGER","DF","Greuther Fürth","deBundesliga","20","2001","8.7","481","22","156","215","115","11","481","5","4","80.0","1","20.0","191","966","472","7","6","3","8","3","225","37",
"Youcef Atal","dzALG","DF","Nice","frLigue 1","25","1996","12.7","905","27","219","408","290","29","905","39","18","46.2","21","53.8","527","3561","1858","63","42","12","19","19","537","106",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","32","1989","11.5","319","2","33","117","171","50","317","7","2","28.6","5","71.4","142","779","456","21","9","10","16","4","220","47",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","32","1989","12.0","343","5","11","164","169","65","343","6","4","66.7","2","33.3","187","729","348","16","3","9","29","8","263","79",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","24","1997","28.4","1076","953","1074","2","0","0","1076","0","0","","0","","593","2866","1726","0","0","0","0","0","501","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","26","1994","26.6","1614","96","616","633","384","14","1614","44","23","52.3","21","47.7","867","4352","2402","60","30","2","29","13","898","100",
"Jean-Kévin Augustin","frFRA","FW,MF","Nantes","frLigue 1","24","1997","0.9","26","0","1","16","9","3","26","0","0","","0","","14","70","14","1","0","1","7","3","19","7",
"Ludwig Augustinsson","seSWE","DF,FW","Sevilla","esLa Liga","27","1994","8.8","629","30","219","226","185","11","629","2","2","100.0","0","0.0","291","1291","627","12","12","1","12","4","381","46",
"Serge Aurier","ciCIV","DF","Villarreal","esLa Liga","28","1992","11.2","858","31","285","377","200","23","858","19","14","73.7","5","26.3","488","1967","947","21","8","4","15","11","550","53",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","27","1994","20.8","787","20","90","310","394","53","786","32","18","56.3","14","43.8","459","2306","1022","32","27","8","48","22","553","117",
